"","db","query","superkingdom"
"534","ncbi","actinobacterium ZXY031","Bacteria"
"535","ncbi","actinobacterium ZXY032","Bacteria"
"536","ncbi","actinobacterium ZXY033","Bacteria"
"537","ncbi","actinobacterium ZXY034","Bacteria"
"538","ncbi","actinobacterium ZXY035","Bacteria"
"539","ncbi","actinobacterium ZXY036","Bacteria"
"540","ncbi","actinobacterium ZXY037","Bacteria"
"541","ncbi","actinobacterium ZXY038","Bacteria"
"542","ncbi","actinobacterium ZXY039","Bacteria"
"543","ncbi","actinobacterium ZXY040","Bacteria"
"544","ncbi","actinobacterium ZXY041","Bacteria"
"545","ncbi","actinobacterium ZXY042","Bacteria"
"546","ncbi","actinobacterium ZXY043","Bacteria"
"547","ncbi","Actinocorallia spatholoba","Bacteria"
"548","ncbi","Actinomyces cf.",NA
"549","ncbi","Actinomyces glycerinitolerans","Bacteria"
"550","ncbi","Actinomyces ihumii","Bacteria"
"551","ncbi","Actinomyces lingnae","Bacteria"
"552","ncbi","Actinomyces orihominis","Bacteria"
"553","ncbi","Actinomyces polynesiensis","Bacteria"
"554","ncbi","Actinomyces provencensis","Bacteria"
"555","ncbi","Actinomyces succiniciruminis","Bacteria"
"556","ncbi","Actinomyces urinae","Bacteria"
"557","ncbi","Actinomycetales str.",NA
"558","ncbi","actinomycete 7501","Bacteria"
"559","ncbi","actinomycete A2-01","Bacteria"
"560","ncbi","actinomycete A4","Bacteria"
"561","ncbi","actinomycete AMJ2","Bacteria"
"562","ncbi","actinomycete B1","Bacteria"
"563","ncbi","actinomycete B3-01","Bacteria"
"564","ncbi","actinomycete BEITA4","Bacteria"
"565","ncbi","actinomycete C12","Bacteria"
"566","ncbi","actinomycete CNS-42","Bacteria"
"567","ncbi","actinomycete DPJ-0019","Bacteria"
"568","ncbi","actinomycete DPJ-0024","Bacteria"
"569","ncbi","actinomycete DQ1","Bacteria"
"570","ncbi","actinomycete DQ23","Bacteria"
"571","ncbi","actinomycete DQ27","Bacteria"
"572","ncbi","actinomycete DQ7","Bacteria"
"573","ncbi","actinomycete E10","Bacteria"
"574","ncbi","actinomycete E3","Bacteria"
"575","ncbi","actinomycete GAN1","Bacteria"
"576","ncbi","actinomycete GAN8","Bacteria"
"577","ncbi","actinomycete GAO10","Bacteria"
"578","ncbi","actinomycete GAO2-12","Bacteria"
"579","ncbi","actinomycete GAO25","Bacteria"
"580","ncbi","actinomycete GAO30","Bacteria"
"581","ncbi","actinomycete GAO32","Bacteria"
"582","ncbi","actinomycete GAO34","Bacteria"
"583","ncbi","actinomycete GAOF-9","Bacteria"
"584","ncbi","actinomycete Gaoqing17","Bacteria"
"585","ncbi","actinomycete GAOTIAN1","Bacteria"
"586","ncbi","actinomycete HKI0595","Bacteria"
"587","ncbi","actinomycete HU23","Bacteria"
"588","ncbi","actinomycete HVG60","Bacteria"
"589","ncbi","actinomycete HVG60-01","Bacteria"
"590","ncbi","actinomycete HVG71","Bacteria"
"591","ncbi","actinomycete HVG86","Bacteria"
"592","ncbi","actinomycete K1","Bacteria"
"593","ncbi","actinomycete K3","Bacteria"
"594","ncbi","actinomycete L4","Bacteria"
"595","ncbi","actinomycete L5","Bacteria"
"596","ncbi","actinomycete LQ1","Bacteria"
"597","ncbi","actinomycete LQ100","Bacteria"
"598","ncbi","actinomycete LQ102","Bacteria"
"599","ncbi","actinomycete LQ109","Bacteria"
"600","ncbi","actinomycete LQ111","Bacteria"
"601","ncbi","actinomycete LQ116","Bacteria"
"602","ncbi","actinomycete LQ12","Bacteria"
"603","ncbi","actinomycete LQ123","Bacteria"
"604","ncbi","actinomycete LQ129","Bacteria"
"605","ncbi","actinomycete LQ13","Bacteria"
"606","ncbi","actinomycete LQ131","Bacteria"
"607","ncbi","actinomycete LQ137","Bacteria"
"608","ncbi","actinomycete LQ14","Bacteria"
"609","ncbi","actinomycete LQ141","Bacteria"
"610","ncbi","actinomycete LQ156","Bacteria"
"611","ncbi","actinomycete LQ177","Bacteria"
"612","ncbi","actinomycete LQ18","Bacteria"
"613","ncbi","actinomycete LQ186","Bacteria"
"614","ncbi","actinomycete LQ191","Bacteria"
"615","ncbi","actinomycete LQ195","Bacteria"
"616","ncbi","actinomycete LQ196","Bacteria"
"617","ncbi","actinomycete LQ20","Bacteria"
"618","ncbi","actinomycete LQ21","Bacteria"
"619","ncbi","actinomycete LQ24","Bacteria"
"620","ncbi","actinomycete LQ25","Bacteria"
"621","ncbi","actinomycete LQ28","Bacteria"
"622","ncbi","actinomycete LQ29","Bacteria"
"623","ncbi","actinomycete LQ33","Bacteria"
"624","ncbi","actinomycete LQ35","Bacteria"
"625","ncbi","actinomycete LQ37","Bacteria"
"626","ncbi","actinomycete LQ38","Bacteria"
"627","ncbi","actinomycete LQ39","Bacteria"
"628","ncbi","actinomycete LQ4","Bacteria"
"629","ncbi","actinomycete LQ41","Bacteria"
"630","ncbi","actinomycete LQ43","Bacteria"
"631","ncbi","actinomycete LQ45","Bacteria"
"632","ncbi","actinomycete LQ48","Bacteria"
"633","ncbi","actinomycete LQ55","Bacteria"
"634","ncbi","actinomycete LQ63","Bacteria"
"635","ncbi","actinomycete LQ64","Bacteria"
"636","ncbi","actinomycete LQ69","Bacteria"
"637","ncbi","actinomycete LQ73","Bacteria"
"638","ncbi","actinomycete LQ80","Bacteria"
"639","ncbi","actinomycete LQ82","Bacteria"
"640","ncbi","actinomycete LQ83","Bacteria"
"641","ncbi","actinomycete LQ86","Bacteria"
"642","ncbi","actinomycete LQ9","Bacteria"
"643","ncbi","actinomycete LQ90","Bacteria"
"644","ncbi","actinomycete LQ92","Bacteria"
"645","ncbi","actinomycete LQ98","Bacteria"
"646","ncbi","actinomycete M3","Bacteria"
"647","ncbi","actinomycete M4","Bacteria"
"648","ncbi","actinomycete M5","Bacteria"
"649","ncbi","actinomycete MC11024","Bacteria"
"650","ncbi","actinomycete Nd105","Bacteria"
"651","ncbi","actinomycete Nd119","Bacteria"
"652","ncbi","actinomycete Nd12","Bacteria"
"653","ncbi","actinomycete Nd122","Bacteria"
"654","ncbi","actinomycete Nd2","Bacteria"
"655","ncbi","actinomycete Nd232","Bacteria"
"656","ncbi","actinomycete Nd28","Bacteria"
"657","ncbi","actinomycete NS-11","Bacteria"
"658","ncbi","actinomycete P008.UGM050509-01","Bacteria"
"659","ncbi","actinomycete P009.UGM050509-01","Bacteria"
"660","ncbi","actinomycete P010.UGM050509-01","Bacteria"
"661","ncbi","actinomycete P011.UGM050509-01","Bacteria"
"662","ncbi","actinomycete P013.UGM050509-01","Bacteria"
"663","ncbi","actinomycete P032.UGM060121-02","Bacteria"
"664","ncbi","actinomycete P037.UGM050509-01","Bacteria"
"665","ncbi","actinomycete P041.UGM050509-01","Bacteria"
"666","ncbi","actinomycete P044.UGM050509-01","Bacteria"
"667","ncbi","actinomycete P047.UGM050509-01","Bacteria"
"668","ncbi","actinomycete P048.UGM050509-01","Bacteria"
"669","ncbi","actinomycete P069.UGM050509-01","Bacteria"
"670","ncbi","actinomycete P070.UGM050509-01","Bacteria"
"671","ncbi","actinomycete PtL","Bacteria"
"672","ncbi","actinomycete R1","Bacteria"
"673","ncbi","actinomycete R11","Bacteria"
"674","ncbi","actinomycete R4","Bacteria"
"675","ncbi","actinomycete S7","Bacteria"
"676","ncbi","actinomycete Sa103","Bacteria"
"677","ncbi","actinomycete Sa65","Bacteria"
"678","ncbi","actinomycete Sa70","Bacteria"
"679","ncbi","actinomycete Sa74","Bacteria"
"680","ncbi","actinomycete Sa89","Bacteria"
"681","ncbi","actinomycete SF2809","Bacteria"
"682","ncbi","actinomycete T12-209","Bacteria"
"683","ncbi","actinomycete T12-24","Bacteria"
"684","ncbi","actinomycete T13","Bacteria"
"685","ncbi","actinomycete T14","Bacteria"
"686","ncbi","actinomycete T18","Bacteria"
"687","ncbi","actinomycete T2","Bacteria"
"688","ncbi","actinomycete T7","Bacteria"
"689","ncbi","actinomycete T8-41","Bacteria"
"690","ncbi","actinomycete TC-1","Bacteria"
"691","ncbi","actinomycete TGcB-01-01","Bacteria"
"692","ncbi","actinomycete TGcB-01-07","Bacteria"
"693","ncbi","actinomycete TGcB-02-27","Bacteria"
"694","ncbi","actinomycete TGcL-01-09","Bacteria"
"695","ncbi","actinomycete TGcL-04-28","Bacteria"
"696","ncbi","actinomycete TGcL-04-56","Bacteria"
"697","ncbi","actinomycete TGcL-04-60","Bacteria"
"698","ncbi","actinomycete TGcR-02-01","Bacteria"
"699","ncbi","actinomycete TGsL-02-05","Bacteria"
"700","ncbi","actinomycete TGsR-01-04","Bacteria"
"701","ncbi","actinomycete TGsR-01-08","Bacteria"
"702","ncbi","actinomycete TGsR-01-12","Bacteria"
"703","ncbi","actinomycete TGsR-02-01","Bacteria"
"704","ncbi","actinomycete TGsR-02-11","Bacteria"
"705","ncbi","actinomycete TGsR-02-17","Bacteria"
"706","ncbi","actinomycete TGsR-02-18","Bacteria"
"707","ncbi","actinomycete TGsR-03-04","Bacteria"
"708","ncbi","actinomycete U12-01","Bacteria"
"709","ncbi","actinomycete U15","Bacteria"
"710","ncbi","actinomycete U2","Bacteria"
"711","ncbi","actinomycete U3","Bacteria"
"712","ncbi","actinomycete V10-1","Bacteria"
"713","ncbi","actinomycete V3","Bacteria"
"714","ncbi","actinomycete V6","Bacteria"
"715","ncbi","actinomycete V8","Bacteria"
"716","ncbi","actinomycete W9","Bacteria"
"717","ncbi","actinomycete X1","Bacteria"
"718","ncbi","actinomycete X3","Bacteria"
"719","ncbi","actinomycete YH-1","Bacteria"
"720","ncbi","Actinoplanes garbadinensis","Bacteria"
"721","ncbi","Actinoplanes kinshanensis","Bacteria"
"722","ncbi","Actinoplanes luojiashanensis","Bacteria"
"723","ncbi","Actinoplanes pallidoaurantiacus","Bacteria"
"724","ncbi","Actinoplanes penicillatus","Bacteria"
"725","ncbi","Actinoplanes purpeobrunneus","Bacteria"
"726","ncbi","Actinoplanes pyriformis","Bacteria"
"727","ncbi","Actinoplanes roseosporangius","Bacteria"
"728","ncbi","Actinoplanes rutilosporangius","Bacteria"
"729","ncbi","Actinoplanes sarveparensis","Bacteria"
"730","ncbi","Actinoplanes subtropicus","Bacteria"
"731","ncbi","Actinoplanes tuftoflagellus","Bacteria"
"732","ncbi","Actinoplanes violaceus","Bacteria"
"733","ncbi","Actinoplanes yunnanensis","Bacteria"
"734","ncbi","Actinopolyspora egyptensis","Bacteria"
"735","ncbi","Actinopolyspora indiensis","Bacteria"
"736","ncbi","Actinopolyspora iraqiensis","Bacteria"
"737","ncbi","Actinotignum timonense","Bacteria"
"738","ncbi","activated sludge",NA
"739","ncbi","Acyrthosiphon pisum","Eukaryota"
"740","ncbi","Acytostelium ellipticum","Eukaryota"
"741","ncbi","Acytostelium leptosomum","Eukaryota"
"742","ncbi","aerobic bacillus","Bacteria"
"743","ncbi","Aeromicrobium kwangyangensis","Bacteria"
"744","ncbi","Aeromonas aquatilis","Bacteria"
"745","ncbi","Aeromonas crassostreae","Bacteria"
"746","ncbi","Aeromonas enterica","Bacteria"
"747","ncbi","Aeromonas finlandiensis","Bacteria"
"748","ncbi","Aeromonas guangheii","Bacteria"
"749","ncbi","Aeromonas intestinalis","Bacteria"
"750","ncbi","Aerosakkonema funiforme","Bacteria"
"751","ncbi","Aerosphaera taetra","Bacteria"
"752","ncbi","Aestuariibaculum scopimerae","Bacteria"
"753","ncbi","Aetokthonos hydrillicola","Bacteria"
"754","ncbi","Afipia lausannensis","Bacteria"
"755","ncbi","Agaricus bisporus","Eukaryota"
"756","ncbi","agricultural soil",NA
"757","ncbi","Agrobacterium agile","Bacteria"
"758","ncbi","Agrobacterium albertimagni","Bacteria"
"759","ncbi","Agrobacterium arsenijevicii","Bacteria"
"760","ncbi","Agrobacterium luteum","Bacteria"
"761","ncbi","Agrobacterium viscosum","Bacteria"
"762","ncbi","Agrococcus pavilionensis","Bacteria"
"763","ncbi","Agromyces arachidis","Bacteria"
"764","ncbi","Agromyces succinolyticus","Bacteria"
"765","ncbi","Alcanivorax indicus","Bacteria"
"766","ncbi","Alexandrium tamarense","Eukaryota"
"767","ncbi","Algidimarina propionica","Bacteria"
"768","ncbi","Algivirga pacifica","Bacteria"
"769","ncbi","Alicyclobacillus ferripilum","Bacteria"
"770","ncbi","Alicyclobacillus mali","Bacteria"
"771","ncbi","Aliiglaciecola coringensis","Bacteria"
"772","ncbi","Aliivibrio thorii","Bacteria"
"773","ncbi","Alisedimentitalea scapharcae","Bacteria"
"774","ncbi","Alistipes massiliensis","Bacteria"
"775","ncbi","Alistipes obesi","Bacteria"
"776","ncbi","Alligator sinensis","Eukaryota"
"777","ncbi","Allochromatium palmeri","Bacteria"
"778","ncbi","Allochromatium truperi","Bacteria"
"779","ncbi","Alosa alosa","Eukaryota"
"780","ncbi","alpha proteobacterium",NA
"781","ncbi","Alteromonas alvinellae","Bacteria"
"782","ncbi","Altibacter lentus","Bacteria"
"783","ncbi","Alvinella pompejana","Eukaryota"
"784","ncbi","Ambystoma mexicanum","Eukaryota"
"785","ncbi","Amia calva","Eukaryota"
"786","ncbi","Aminomonas aminovorus","Bacteria"
"787","ncbi","Amorphomonas oryzae","Bacteria"
"788","ncbi","Amphibacillus diazotrophicus","Bacteria"
"789","ncbi","Amphilophus citrinellus","Eukaryota"
"790","ncbi","Amphioctopus fangsiao","Eukaryota"
"791","ncbi","Ampullariella violaceochromogenes","Bacteria"
"792","ncbi","Amycolatopsis flava","Bacteria"
"793","ncbi","Amycolatopsis lactamdurans","Bacteria"
"794","ncbi","Anabaena anomala","Bacteria"
"795","ncbi","Anabaena augstumalis","Bacteria"
"796","ncbi","Anabaena azotica","Bacteria"
"797","ncbi","Anabaena ballyganglii","Bacteria"
"798","ncbi","Anabaena bergii","Bacteria"
"799","ncbi","Anabaena catenula","Bacteria"
"800","ncbi","Anabaena cf.",NA
"801","ncbi","Anabaena cycadae","Bacteria"
"802","ncbi","Anabaena cylindrica","Bacteria"
"803","ncbi","Anabaena elliptica","Bacteria"
"804","ncbi","Anabaena inaequalis","Bacteria"
"805","ncbi","Anabaena iyengarii","Bacteria"
"806","ncbi","Anabaena laxa","Bacteria"
"807","ncbi","Anabaena oryzae","Bacteria"
"808","ncbi","Anabaena planctonica","Bacteria"
"809","ncbi","Anabaena sedovii","Bacteria"
"810","ncbi","Anabaena sphaerica","Bacteria"
"811","ncbi","Anabaena tenericaulis","Bacteria"
"812","ncbi","Anabaena torulosa","Bacteria"
"813","ncbi","Anabaena variabilis","Bacteria"
"814","ncbi","Anabaenopsis abijatae","Bacteria"
"815","ncbi","Anabaenopsis cf.",NA
"816","ncbi","Anabaenopsis circularis","Bacteria"
"817","ncbi","Anabaenopsis nadsonii","Bacteria"
"818","ncbi","anaerobic methanogenic",NA
"819","ncbi","anaerobic syntrophic",NA
"820","ncbi","anaerobic thermophile",NA
"821","ncbi","Anaerococcus mediterraneensis","Bacteria"
"822","ncbi","Anaerococcus obesiensis","Bacteria"
"823","ncbi","Anaerococcus provenciensis","Bacteria"
"824","ncbi","Anaerococcus rubiinfantis","Bacteria"
"825","ncbi","Anaeromassilibacillus senegalensis","Bacteria"
"826","ncbi","Anaerotruncus rubiinfantis","Bacteria"
"827","ncbi","Anagnostidinema carotinosum","Bacteria"
"828","ncbi","Anagnostidinema pseudacutissimum","Bacteria"
"829","ncbi","Anaplasma capra","Bacteria"
"830","ncbi","Angelakisella massiliensis","Bacteria"
"831","ncbi","Anisakis simplex","Eukaryota"
"832","ncbi","Annamia toxica","Bacteria"
"833","ncbi","Anneissia japonica","Eukaryota"
"834","ncbi","Annona senegalensis","Eukaryota"
"835","ncbi","Anodontia fragilis","Eukaryota"
"836","ncbi","Anodontia phillipiana",NA
"837","ncbi","Anolis carolinensis","Eukaryota"
"838","ncbi","Anopheles coluzzii","Eukaryota"
"839","ncbi","Anoplocnemis curvipes","Eukaryota"
"840","ncbi","Anoxybacillus beppuensis","Bacteria"
"841","ncbi","Anoxybacillus kualawohkensis","Bacteria"
"842","ncbi","Anoxybacillus suryakundensis","Bacteria"
"843","ncbi","Anoxybacillus toebii","Bacteria"
"844","ncbi","Anoxybacillus tunisiense","Bacteria"
"845","ncbi","Antarcticicola litoralis","Bacteria"
"846","ncbi","Antarctic saline",NA
"847","ncbi","Antarctic seawater",NA
"848","ncbi","Antarctobacter jejuensis","Bacteria"
"849","ncbi","Antheraea pernyi","Eukaryota"
"850","ncbi","Anthidium manicatum","Eukaryota"
"851","ncbi","Anurida maritima","Eukaryota"
"852","ncbi","Aphanizomenon cf.",NA
"853","ncbi","Aphanizomenon gracile","Bacteria"
"854","ncbi","Aphanocapsa cf.",NA
"855","ncbi","Aphanocapsa montana","Bacteria"
"856","ncbi","Aphanocapsa muscicola","Bacteria"
"857","ncbi","Aphanocapsa salina","Bacteria"
"858","ncbi","Aphanothece clathrata","Bacteria"
"859","ncbi","Aphanothece hegewaldii","Bacteria"
"860","ncbi","Aphanothece minutissima","Bacteria"
"861","ncbi","Aphanothece sacrum","Bacteria"
"862","ncbi","Aphis craccivora","Eukaryota"
"863","ncbi","Aphis glycines","Eukaryota"
"864","ncbi","Apis florea","Eukaryota"
"865","ncbi","Apis mellifera","Eukaryota"
"866","ncbi","Aplysia californica","Eukaryota"
"867","ncbi","Aptenodytes forsteri","Eukaryota"
"868","ncbi","Apteryx australis","Eukaryota"
"869","ncbi","Aquabacterium hongkongensis","Bacteria"
"870","ncbi","Aquaphilus dolomiae","Bacteria"
"871","ncbi","Aquificales str.",NA
"872","ncbi","Arabidopsis thaliana","Eukaryota"
"873","ncbi","Arachis duranensis","Eukaryota"
"874","ncbi","Aranicola proteolyticus","Bacteria"
"875","ncbi","Arcanobacterium urinimassiliense","Bacteria"
"876","ncbi","archaeal str.",NA
"877","ncbi","archaeon 4R","Archaea"
"878","ncbi","archaeon BC1","Archaea"
"879","ncbi","archaeon BC10","Archaea"
"880","ncbi","archaeon BC11","Archaea"
"881","ncbi","archaeon BC12","Archaea"
"882","ncbi","archaeon BC13","Archaea"
"883","ncbi","archaeon BC14","Archaea"
"884","ncbi","archaeon BC15","Archaea"
"885","ncbi","archaeon BC16","Archaea"
"886","ncbi","archaeon BC17","Archaea"
"887","ncbi","archaeon BC18","Archaea"
"888","ncbi","archaeon BC19","Archaea"
"889","ncbi","archaeon BC2","Archaea"
"890","ncbi","archaeon BC20","Archaea"
"891","ncbi","archaeon BC21","Archaea"
"892","ncbi","archaeon BC22","Archaea"
"893","ncbi","archaeon BC23","Archaea"
"894","ncbi","archaeon BC25","Archaea"
"895","ncbi","archaeon BC26","Archaea"
"896","ncbi","archaeon BC27","Archaea"
"897","ncbi","archaeon BC28","Archaea"
"898","ncbi","archaeon BC29","Archaea"
"899","ncbi","archaeon BC3","Archaea"
"900","ncbi","archaeon BC30","Archaea"
"901","ncbi","archaeon BC31","Archaea"
"902","ncbi","archaeon BC32","Archaea"
"903","ncbi","archaeon BC33","Archaea"
"904","ncbi","archaeon BC34","Archaea"
"905","ncbi","archaeon BC4","Archaea"
"906","ncbi","archaeon BC5","Archaea"
"907","ncbi","archaeon BC6","Archaea"
"908","ncbi","archaeon BC8","Archaea"
"909","ncbi","archaeon BC9","Archaea"
"910","ncbi","archaeon CP.B3","Archaea"
"911","ncbi","archaeon DSFBPG_3R2A","Archaea"
"912","ncbi","archaeon DSFBPG_3R2B","Archaea"
"913","ncbi","archaeon DSFBPG_4R3A","Archaea"
"914","ncbi","archaeon DSFBPG_4R3B","Archaea"
"915","ncbi","archaeon DSFBPG_4R3C","Archaea"
"916","ncbi","archaeon DSFBPG_5R1B","Archaea"
"917","ncbi","archaeon DSFBPG_5R3A","Archaea"
"918","ncbi","archaeon DSFBPG_UR1A","Archaea"
"919","ncbi","archaeon DSFBPG_UR1B","Archaea"
"920","ncbi","archaeon DSFBPG_UR1C","Archaea"
"921","ncbi","archaeon DSFBPG_UR1D","Archaea"
"922","ncbi","archaeon DSFBPG_UR1E","Archaea"
"923","ncbi","archaeon DSFBPG_UR2A","Archaea"
"924","ncbi","archaeon DSFBPG_UR2B","Archaea"
"925","ncbi","archaeon DSFBPG_UR2D","Archaea"
"926","ncbi","archaeon DSFBPG_UR2E","Archaea"
"927","ncbi","archaeon DSFBPG_UR2F","Archaea"
"928","ncbi","archaeon DSFBPG_UR2G","Archaea"
"929","ncbi","archaeon DSFBPG_UR3A","Archaea"
"930","ncbi","archaeon DSFBPG_UR3B","Archaea"
"931","ncbi","archaeon DSFBPG_UR3C","Archaea"
"932","ncbi","archaeon DSFBPG_UR3D","Archaea"
"933","ncbi","archaeon DSFBPG_UR3E","Archaea"
"934","ncbi","archaeon DSFBPG_UR3F","Archaea"
"935","ncbi","archaeon DSFBPG_URC2C","Archaea"
"936","ncbi","archaeon DSFBPS_4R3A","Archaea"
"937","ncbi","archaeon DSFBPS_UR1A","Archaea"
"938","ncbi","archaeon DSFBPS_UR1B","Archaea"
"939","ncbi","archaeon DSFBPS_UR1C","Archaea"
"940","ncbi","archaeon DSFBPS_UR1D","Archaea"
"941","ncbi","archaeon DSFBPS_UR1E","Archaea"
"942","ncbi","archaeon DSFBPS_UR1F","Archaea"
"943","ncbi","archaeon DSFBPS_UR1G","Archaea"
"944","ncbi","archaeon DSFBPS_UR1H","Archaea"
"945","ncbi","archaeon DSFBPS_UR2B","Archaea"
"946","ncbi","archaeon DSFBPS_UR2C","Archaea"
"947","ncbi","archaeon DSFBPS_UR2D","Archaea"
"948","ncbi","archaeon DSFBPS_UR2E","Archaea"
"949","ncbi","archaeon DSFBPS_UR2F","Archaea"
"950","ncbi","archaeon DSFBPS_UR3A","Archaea"
"951","ncbi","archaeon DSFBPS_UR3B","Archaea"
"952","ncbi","archaeon DSFBPS_UR3C","Archaea"
"953","ncbi","archaeon enrichment",NA
"954","ncbi","archaeon ES1R1","Archaea"
"955","ncbi","archaeon G76.1","Archaea"
"956","ncbi","archaeon G76.3","Archaea"
"957","ncbi","archaeon G76.4","Archaea"
"958","ncbi","archaeon GC1","Archaea"
"959","ncbi","archaeon GC2","Archaea"
"960","ncbi","archaeon GC3","Archaea"
"961","ncbi","archaeon GC4","Archaea"
"962","ncbi","archaeon GC6","Archaea"
"963","ncbi","archaeon GC7","Archaea"
"964","ncbi","archaeon GC8","Archaea"
"965","ncbi","archaeon GC9","Archaea"
"966","ncbi","archaeon GSL1A","Archaea"
"967","ncbi","archaeon GSL1C","Archaea"
"968","ncbi","archaeon GSL1D","Archaea"
"969","ncbi","archaeon HR3812-Enrichment-017","Archaea"
"970","ncbi","archaeon HR3812-Enrichment-018","Archaea"
"971","ncbi","archaeon HR3812-Enrichment-019","Archaea"
"972","ncbi","archaeon HR3812-Enrichment-020","Archaea"
"973","ncbi","archaeon HR3812-Enrichment-021","Archaea"
"974","ncbi","archaeon HR3812-Enrichment-022","Archaea"
"975","ncbi","archaeon OC1","Archaea"
"976","ncbi","archaeon OC10","Archaea"
"977","ncbi","archaeon OC11","Archaea"
"978","ncbi","archaeon OC12","Archaea"
"979","ncbi","archaeon OC13","Archaea"
"980","ncbi","archaeon OC14","Archaea"
"981","ncbi","archaeon OC15","Archaea"
"982","ncbi","archaeon OC16","Archaea"
"983","ncbi","archaeon OC18","Archaea"
"984","ncbi","archaeon OC2","Archaea"
"985","ncbi","archaeon OC21","Archaea"
"986","ncbi","archaeon OC22","Archaea"
"987","ncbi","archaeon OC23","Archaea"
"988","ncbi","archaeon OC24","Archaea"
"989","ncbi","archaeon OC25","Archaea"
"990","ncbi","archaeon OC26","Archaea"
"991","ncbi","archaeon OC27","Archaea"
"992","ncbi","archaeon OC28","Archaea"
"993","ncbi","archaeon OC29","Archaea"
"994","ncbi","archaeon OC3","Archaea"
"995","ncbi","archaeon OC4","Archaea"
"996","ncbi","archaeon OC6","Archaea"
"997","ncbi","archaeon OC7","Archaea"
"998","ncbi","archaeon OC8","Archaea"
"999","ncbi","archaeon OC9","Archaea"
"1000","ncbi","archaeon PY-10","Archaea"
"1001","ncbi","archaeon PY-11","Archaea"
"1002","ncbi","archaeon PY-12","Archaea"
"1003","ncbi","archaeon PY-9","Archaea"
"1004","ncbi","archaeon RC1","Archaea"
"1005","ncbi","archaeon RC12","Archaea"
"1006","ncbi","archaeon RC17","Archaea"
"1007","ncbi","archaeon RC18","Archaea"
"1008","ncbi","archaeon RC19","Archaea"
"1009","ncbi","archaeon RC2","Archaea"
"1010","ncbi","archaeon RC20","Archaea"
"1011","ncbi","archaeon RC22","Archaea"
"1012","ncbi","archaeon RC23","Archaea"
"1013","ncbi","archaeon RC24","Archaea"
"1014","ncbi","archaeon RC25","Archaea"
"1015","ncbi","archaeon RC26","Archaea"
"1016","ncbi","archaeon RC27","Archaea"
"1017","ncbi","archaeon RC28","Archaea"
"1018","ncbi","archaeon RC3","Archaea"
"1019","ncbi","archaeon RC31","Archaea"
"1020","ncbi","archaeon RC32","Archaea"
"1021","ncbi","archaeon RC33","Archaea"
"1022","ncbi","archaeon RC34","Archaea"
"1023","ncbi","archaeon RC35","Archaea"
"1024","ncbi","archaeon RC36","Archaea"
"1025","ncbi","archaeon RC37","Archaea"
"1026","ncbi","archaeon RC38","Archaea"
"1027","ncbi","archaeon RC39","Archaea"
"1028","ncbi","archaeon RC40","Archaea"
"1029","ncbi","archaeon RC41","Archaea"
"1030","ncbi","archaeon RC42","Archaea"
"1031","ncbi","archaeon RC43","Archaea"
"1032","ncbi","archaeon RC5","Archaea"
"1033","ncbi","archaeon RC6","Archaea"
"1034","ncbi","archaeon RC7","Archaea"
"1035","ncbi","archaeon RC8","Archaea"
"1036","ncbi","archaeon RC9","Archaea"
"1037","ncbi","archaeon WN16","Archaea"
"1038","ncbi","archaeon WN32","Archaea"
"1039","ncbi","archaeon WN46","Archaea"
"1040","ncbi","archaeon WN5","Archaea"
"1041","ncbi","archaeon WN6","Archaea"
"1042","ncbi","archaeon WN8","Archaea"
"1043","ncbi","Arcobacter acticola","Bacteria"
"1044","ncbi","Arcobacter faecis","Bacteria"
"1045","ncbi","Arctic sea",NA
"1046","ncbi","Arctic seawater",NA
"1047","ncbi","Arenibacter algicola","Bacteria"
"1048","ncbi","Arenimonas aquatica","Bacteria"
"1049","ncbi","Aretaon asperrimus","Eukaryota"
"1050","ncbi","Argulus siamensis","Eukaryota"
"1051","ncbi","Armadillidium vulgare","Eukaryota"
"1052","ncbi","Aromatoleum aromaticum","Bacteria"
"1053","ncbi","arsenic resistant",NA
"1054","ncbi","Arthrobacter boritolerans","Bacteria"
"1055","ncbi","Arthrobacter davidanieli","Bacteria"
"1056","ncbi","Arthrobacter dextranolyticus","Bacteria"
"1057","ncbi","Arthrobacter ginsengisoli","Bacteria"
"1058","ncbi","Arthrobacter keyseri","Bacteria"
"1059","ncbi","Arthrobacter nitrophenolicus","Bacteria"
"1060","ncbi","Arthrobacter saudimassiliensis","Bacteria"
"1061","ncbi","Arthronema gygaxiana","Bacteria"
"1062","ncbi","Arthrospira erdosensis","Bacteria"
"1063","ncbi","Arthrospira fusiformis","Bacteria"
"1064","ncbi","Arthrospira indica","Bacteria"
"1065","ncbi","Arthrospira maxima","Bacteria"
"1066","ncbi","Arthrospira platensis","Bacteria"
"1067","ncbi","artificial sequences",NA
"1068","ncbi","Ascidianibacter aurantiacus","Bacteria"
"1069","ncbi","Aspergillus niger","Eukaryota"
"1070","ncbi","Asticcacaulis biprosthecum","Bacteria"
"1071","ncbi","Astrosporangium hypotensionis","Bacteria"
"1072","ncbi","Atlantibacter hermannii","Bacteria"
"1073","ncbi","Atlantibacter subterranea","Bacteria"
"1074","ncbi","Aureimarina marisflavi","Bacteria"
"1075","ncbi","Aureobasidium melanogenum","Eukaryota"
"1076","ncbi","Austrofundulus limnaeus","Eukaryota"
